data,Somalia,jowhar,hargeysa,buuhoodle,burco,sheikh,caynabo,laas_caanood,owdweyne,ceel_afweyn,xudun,ceerigaabo,laasqoray,bossaso,xamar_weyne,qardho,garowe,burtinle,gaalkacyo,galdogob,hobyo,dhuusamarreeb,cabudwaaq,cadaado,belet_weyne,waaberi,boondheere,marka,afgooye,hodan,wanla_weyn,baidoa,diinsoor,xudur,ceel_barde,waajid,garbahaarey,baardheere,ceel_waaq,doolow,belet_xaawo,luuq,kismayo,afmadow,lughaye,zeylac,dharkenley,daynile,hawl_wadaag,kahda,baki,borama,berbera,gebiley,cabdlcasiis,karaan,shibis,shangaani,wadajir,wardhiigleey,xamar_jabjab,yaaqshiid
Some (26-50%),3.37,4.62,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,0,0,5.08,0,0,1.74,0,0,0,40,25,0,0,0,0,0,10.43,31.25,0,0,12.5,2.31,0,3.53,25,0,12.5,0,0,50,0,0,0,0,33.33,0
Many (51-75%),0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,1.43,0,0.65,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,0.26,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
All or almost all (76-100%),0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What is the proportion of residents involved in animal husbandry / livestock rearing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,68.62,24.19,72.73,8.33,7.14,0,40,0,16.67,0,0,75,44.44,92.31,50,100,96,66.67,45.21,0,0,0,25,100,50.62,90,66.67,85.71,61.4,98.59,25,74.8,12.5,77.78,0,0,0,100,50,50,0,66.67,66.87,46.67,7.14,0,91.67,87.53,100,66.45,0,60,14.29,100,100,50,33.33,85.71,89.47,100,66.67,83.33
A few (1-25%),25.58,69.35,27.27,66.67,50,0,60,100,72.22,0,14.29,25,11.11,7.69,50,0,4,33.33,36.99,100,100,33.33,50,0,44.44,10,33.33,14.29,26.32,0,75,24.39,87.5,22.22,66.67,80,50,0,50,50,100,33.33,22.29,40,57.14,33.33,4.17,10.39,0,31.29,28.57,40,14.29,0,0,0,66.67,14.29,10.53,0,0,16.67
Some (26-50%),4.64,6.45,0,25,35.71,100,0,0,11.11,80,28.57,0,33.33,0,0,0,0,0,16.44,0,0,66.67,25,0,3.7,0,0,0,10.53,0,0,0.82,0,0,33.33,20,50,0,0,0,0,0,10.24,13.33,7.14,66.67,4.17,1.82,0,1.94,28.57,0,42.86,0,0,0,0,0,0,0,0,0
Many (51-75%),0.88,0,0,0,7.14,0,0,0,0,20,0,0,11.11,0,0,0,0,0,1.37,0,0,0,0,0,1.23,0,0,0,1.75,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0.26,0,0.32,42.86,0,14.29,0,0,50,0,0,0,0,33.33,0
All or almost all (76-100%),0.28,0,0,0,0,0,0,0,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0
More fishing than normal for this time of year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,83.62,16.07,100,93.33,100,87.5,100,100,100,100,100,100,100,88.64,28.57,100,96,100,98.85,100,0,100,100,100,71.79,81.82,66.67,85.71,84.06,97.18,75,95.45,100,100,25,0,100,66.67,100,50,60,100,52.56,76.92,88.89,75,95.65,89.77,94.44,68.95,100,100,77.78,100,72.22,50,100,80,84.21,100,50,83.33
A few (1-25%),14.4,80.36,0,0,0,12.5,0,0,0,0,0,0,0,11.36,57.14,0,4,0,1.15,0,100,0,0,0,26.92,18.18,33.33,14.29,15.94,1.41,25,4.19,0,0,25,33.33,0,33.33,0,50,40,0,41.03,7.69,11.11,25,4.35,8.18,5.56,28.43,0,0,22.22,0,11.11,50,0,20,15.79,0,50,16.67
Some (26-50%),1.76,3.57,0,6.67,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0.36,0,0,50,66.67,0,0,0,0,0,0,5.77,15.38,0,0,0,1.28,0,2.61,0,0,0,0,16.67,0,0,0,0,0,0,0
All or almost all (76-100%),0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Many (51-75%),0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the last 30 days, what was the proportion of residents not able to access enough food?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,39.06,13.56,10,0,0,16.67,0,7.14,0,0,0,40,40,41.18,28.57,100,80.77,100,15.71,100,50,0,0,0,22.37,22.22,0,83.33,53.12,75.44,0,48.03,0,12.5,0,0,0,50,0,0,0,40,14.38,43.75,20,0,57.89,44.08,81.25,44.95,0,0,0,50,64.71,0,75,71.43,50,75,33.33,66.67
A few (1-25%),35.9,67.8,45,20,7.69,50,33.33,14.29,6.67,100,50,20,0,47.06,57.14,0,11.54,0,15.71,0,50,0,33.33,0,35.53,66.67,66.67,16.67,26.56,15.79,100,45.18,50,87.5,100,50,100,50,66.67,50,40,0,45.21,31.25,53.33,40,5.26,23.96,18.75,43.21,50,11.11,11.11,50,23.53,0,25,28.57,25,0,0,33.33
Some (26-50%),15.32,11.86,45,60,15.38,33.33,66.67,0,40,0,37.5,20,60,5.88,14.29,0,7.69,0,34.29,0,0,0,33.33,100,38.16,11.11,0,0,4.69,7.02,0,6.58,16.67,0,0,50,0,0,33.33,50,0,0,30.82,25,26.67,60,31.58,16.86,0,4.88,33.33,77.78,77.78,0,11.76,0,0,0,0,0,33.33,0
Many (51-75%),6.46,5.08,0,20,69.23,0,0,28.57,40,0,12.5,20,0,5.88,0,0,0,0,21.43,0,0,25,33.33,0,3.95,0,33.33,0,1.56,1.75,0,0.22,33.33,0,0,0,0,0,0,0,20,40,8.9,0,0,0,5.26,9.76,0,4.53,16.67,11.11,11.11,0,0,0,0,0,25,25,33.33,0
All or almost all (76-100%),3.25,1.69,0,0,7.69,0,0,50,13.33,0,0,0,0,0,0,0,0,0,12.86,0,0,75,0,0,0,0,0,0,14.06,0,0,0,0,0,0,0,0,0,0,0,40,20,0.68,0,0,0,0,5.33,0,2.44,0,0,0,0,0,100,0,0,0,0,0,0
"In the last 30 days, what were the main reasons why residents can’t access enough food in the settlement?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Security issues: Inability to travel to market, Insecurity at markets or points of food distribution",20,44,4,12,0,29,0,0,0,0,0,0,0,41,20,0,0,0,0,NA,50,20,0,0,7,30,0,50,18,31,0,26,25,0,100,50,0,0,0,0,12,0,14,55,0,0,56,20,25,31,12,0,0,50,0,0,0,0,18,20,0,0
No land for cultivation or no livestock for animal husbandry,49,51,30,12,60,57,50,0,17,25,22,43,0,53,60,0,83,0,25,NA,50,90,25,60,67,50,50,50,42,38,100,51,75,12,75,33,75,33,100,100,62,64,52,73,25,40,62,60,62,45,0,50,0,100,14,0,100,100,36,80,100,50
"Natural causes: flooding, drought, locusts",41,56,4,0,7,14,0,6,89,75,78,43,27,41,0,0,33,33,43,NA,50,20,38,100,81,20,25,0,47,28,50,51,75,0,0,50,100,33,67,0,100,100,26,27,6,80,19,38,62,26,100,0,44,0,0,100,100,0,27,40,100,0
"Economic causes: Inability to purchase food, lack of money",80,52,91,100,93,57,100,100,94,100,78,100,100,97,80,100,67,67,100,NA,100,100,100,80,72,60,100,0,78,59,0,90,100,100,75,100,50,67,100,50,88,100,89,36,100,80,62,74,100,62,12,100,89,50,100,0,100,50,100,100,50,100
Functional market not available,22,10,48,81,67,57,50,29,17,38,67,57,91,24,0,0,33,100,13,NA,50,100,12,100,12,20,0,0,13,14,25,13,0,0,0,50,0,0,67,0,75,0,24,18,12,40,38,21,12,29,12,30,44,50,14,0,0,50,18,0,50,0
Other,2,2,0,0,7,0,12,0,0,0,0,14,9,6,0,0,0,0,1,NA,0,0,12,0,1,0,0,0,2,3,0,0,0,0,25,17,0,33,0,0,12,0,0,0,0,0,0,2,0,3,0,0,11,0,0,0,0,0,0,0,0,0
Do not know,3,2,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,NA,0,0,0,0,7,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the last 30 days, when there was not enough food in this settlement, what did ANY people do cope with the situation?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No, no action taken (cannot select with any other option",7,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,3,NA,33,0,0,0,0,17,25,0,16,13,0,5,0,0,0,0,0,0,0,0,0,8,6,0,0,0,8,7,11,15,0,0,0,0,11,0,0,0,6,0,0,0
Borrow food or get help from a friend or relative,60,61,79,100,100,100,100,78,94,100,100,89,91,44,60,90,56,50,95,NA,33,90,100,100,59,50,50,0,23,40,33,58,92,75,50,100,100,0,100,100,88,58,72,69,94,80,38,55,44,45,88,100,80,67,33,0,50,50,61,40,67,50
Asking non-relatives for food,39,36,58,69,80,0,88,44,61,25,22,89,100,25,40,30,25,25,68,NA,33,80,75,60,53,50,50,50,28,29,0,35,17,0,50,50,75,50,33,100,50,33,34,62,56,60,42,41,17,31,0,80,30,0,33,100,0,33,11,70,67,75
Purchase food with borrowed money,40,36,33,50,27,29,75,61,50,38,33,56,100,60,20,0,31,50,56,NA,67,100,50,80,62,33,25,0,20,42,67,33,58,0,0,50,50,75,100,100,75,75,37,62,28,80,50,39,44,31,50,70,50,67,56,50,0,17,33,60,100,75
Gather wild food,5,4,8,6,7,0,12,0,6,0,0,0,9,2,20,0,0,0,0,NA,33,10,0,0,8,0,0,50,1,9,0,7,0,0,0,33,0,25,0,0,0,8,3,0,0,0,8,6,11,5,0,0,0,0,0,0,0,17,17,20,0,0
Collecting firewood in dangerous places to get money for food,25,31,8,0,53,14,0,0,22,12,11,11,27,4,60,0,38,0,5,NA,33,20,12,20,44,0,25,50,10,16,0,48,75,0,0,0,50,25,100,50,62,8,24,15,0,60,15,18,39,8,0,0,0,0,0,0,0,17,22,30,67,25
Consume seed stock meant for next season or harvest crops that are not yet ready,6,24,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,NA,0,0,12,60,8,0,25,0,7,20,0,7,0,0,25,33,0,0,0,50,12,0,3,0,0,0,15,6,11,5,25,0,0,0,11,0,0,0,33,0,33,0
Send children to eat with neighbors,15,7,4,6,7,0,0,11,17,0,0,0,64,10,60,0,31,25,25,NA,0,10,25,40,26,8,50,0,19,13,17,6,0,0,0,33,50,25,67,100,12,17,10,15,11,60,8,30,22,12,0,0,10,0,22,0,50,33,17,40,67,0
Sell home assets to get money for food,3,4,0,0,7,0,0,0,0,0,0,0,9,0,60,0,6,0,1,NA,0,0,0,20,4,0,0,0,1,2,0,4,8,0,0,17,0,25,0,0,50,0,5,15,0,0,0,3,11,2,0,0,10,0,0,0,0,0,17,0,0,0
Selling more livestock than usual for this time of year to get money for food,3,4,0,0,0,14,0,0,17,12,22,0,18,2,0,0,0,0,0,NA,0,0,12,20,2,0,0,0,3,4,0,4,0,0,0,0,25,0,0,0,0,8,1,15,11,40,0,1,6,2,25,0,30,0,11,0,0,0,6,0,0,0
"Slaughtering more cattle, camel or goat/sheep than normal for this time of year",2,6,0,6,0,0,0,0,6,0,0,0,27,0,0,0,0,0,0,NA,0,0,0,0,4,0,0,0,10,7,0,1,8,0,0,0,0,0,0,0,0,0,1,8,0,0,0,3,11,2,0,0,0,0,0,0,0,0,0,0,33,0
More hunting than normal for this time of year,2,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,0,0,0,1,2,0,4,8,0,0,0,25,0,0,0,0,0,4,0,0,0,0,1,6,1,0,0,0,0,11,0,0,0,0,10,0,0
More fishing than normal for this time of year,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,1,6,4,0,0,10,0,11,0,0,17,0,10,0,0
Sending families out to displacement camps to recieve food aid,6,0,8,0,7,0,0,0,0,0,0,0,18,0,20,0,12,0,5,NA,0,0,0,60,2,0,0,0,7,7,17,4,8,0,0,17,0,25,0,50,0,17,4,15,0,0,12,14,6,4,12,10,0,0,33,0,0,0,11,0,33,25
"Rely on less preferred and less expensive food (i.e. cheaper, lower quality food)",15,9,0,12,73,0,38,67,44,0,0,22,45,44,20,0,0,0,37,NA,0,0,12,60,9,0,0,0,22,9,0,10,25,88,0,0,0,0,33,50,62,33,19,8,0,0,19,16,28,5,0,0,60,0,22,0,0,0,44,0,0,25
Limit portion sizes at meal times,16,6,0,12,80,0,12,67,33,12,56,22,55,62,40,0,0,25,8,NA,0,50,75,60,14,0,25,0,3,24,0,11,25,100,0,0,25,25,33,50,62,33,9,8,0,40,23,22,17,5,0,0,40,0,33,0,0,17,39,20,33,75
Adults do not eat so children can eat,14,7,4,19,80,0,0,67,6,0,0,0,73,46,0,0,0,25,1,NA,0,30,25,60,18,0,25,50,4,7,33,11,17,100,0,50,25,0,0,50,0,33,6,0,0,80,19,23,0,10,0,0,10,0,0,0,0,0,22,50,0,75
Reduce number of meals eaten in a day,24,4,21,12,93,0,12,83,39,12,67,56,82,46,40,0,0,0,42,NA,0,60,75,80,21,0,25,0,9,27,0,16,42,88,0,17,25,25,67,50,25,42,25,31,0,80,31,30,28,10,0,0,70,0,22,0,0,0,50,40,0,75
Skip entire days without eating,9,3,0,19,13,14,0,33,6,0,0,11,9,0,0,0,0,0,3,NA,0,0,0,60,9,0,25,0,4,18,0,5,0,0,0,0,25,0,0,50,12,0,7,0,0,20,19,20,6,11,0,0,0,0,22,0,0,0,28,40,0,50
Do not know,4,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,NA,0,0,0,0,7,17,0,50,7,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,11,11,7,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
Do households have any other reasons for using ANY of these strategies aside from a lack of food or money to buy food?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No other reasons,33,33,42,25,73,0,25,78,67,0,78,67,36,23,0,70,31,50,81,NA,33,10,75,0,9,42,50,50,61,29,33,29,8,12,0,0,50,25,33,0,38,33,31,0,56,80,12,28,50,29,88,100,60,0,22,50,50,17,33,20,33,0
To access or pay for healthcare,44,45,21,75,20,71,75,17,11,100,22,33,36,54,40,10,50,0,11,NA,33,70,12,80,60,33,25,50,16,42,33,54,33,0,75,100,25,0,67,100,62,50,54,88,44,0,50,37,33,45,12,0,20,33,22,0,50,33,33,60,67,50
To access or pay for shelter,31,25,12,56,27,43,25,0,0,50,11,11,9,60,80,0,19,0,14,NA,67,70,0,80,56,25,0,50,3,27,0,34,25,0,0,50,0,25,67,50,25,8,31,88,0,20,23,26,11,43,0,0,10,0,33,0,50,17,22,50,67,100
To access or pay for education,30,31,46,38,7,43,62,6,11,88,11,33,18,46,40,10,19,50,4,NA,33,90,12,100,62,25,50,50,9,47,33,27,50,0,25,100,50,0,67,0,0,25,33,75,6,0,31,26,17,34,0,0,10,67,56,0,0,33,61,40,67,100
Other,3,4,0,6,0,0,0,0,6,0,0,0,0,0,20,0,0,0,0,NA,0,10,0,0,9,0,0,0,1,9,0,3,42,0,25,0,0,0,0,50,0,0,3,12,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,10,0,0
Do not know,13,16,33,0,7,0,12,6,22,0,11,0,0,8,20,10,12,25,9,NA,0,0,0,0,13,33,0,0,42,11,17,3,8,88,0,0,50,75,0,0,12,0,13,0,0,20,12,26,28,9,75,10,10,0,11,50,0,17,6,10,0,0
Prefer not to answer,2,1,0,0,0,0,0,6,0,0,0,11,0,2,0,0,6,0,6,NA,0,0,0,0,4,17,0,0,1,2,33,1,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"In the last month, how bad was hunger for MOST households because they were not able to access enough food in the settlement?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunger is bad, limited options to cope with the reduced access to food",46.62,18,73.68,16.67,93.33,57.14,66.67,81.25,50,0,55.56,50,10,61.11,0,NA,100,100,71.64,NA,NA,14.29,85.71,100,50,71.43,66.67,0,42.86,31.82,25,50.71,0,20,33.33,66.67,66.67,50,33.33,50,85.71,50,62.86,16.67,50,25,25,51.15,75,19.51,0,14.29,14.29,0,33.33,50,100,0,12.5,75,50,0
"Hunger is small, strategies are available to cope with the reduced access to food",21.73,24,10.53,83.33,6.67,42.86,16.67,18.75,50,100,33.33,50,90,33.33,40,NA,0,0,19.4,NA,NA,0,0,0,6.9,14.29,0,0,11.43,9.09,0,23.93,0,0,0,33.33,0,0,0,50,0,10,13.57,83.33,50,50,62.5,13.82,0,27.44,71.43,85.71,71.43,100,50,0,0,0,0,0,0,0
"Hunger is the worst it can be, all over the settlement, and causing many deaths",21.13,38,10.53,0,0,0,16.67,0,0,0,11.11,0,0,0,40,NA,0,0,8.96,NA,NA,85.71,14.29,0,39.66,14.29,33.33,0,45.71,40.91,25,16.07,100,80,0,0,33.33,50,66.67,0,14.29,40,17.14,0,0,25,0,25.35,25,19.51,0,0,0,0,16.67,0,0,100,87.5,25,50,100
Almost no hunger,10.23,20,0,0,0,0,0,0,0,0,0,0,0,5.56,20,NA,0,0,0,NA,NA,0,0,0,3.45,0,0,100,0,18.18,25,8.57,0,0,66.67,0,0,0,0,0,0,0,6.43,0,0,0,12.5,9.68,0,33.54,28.57,0,14.29,0,0,50,0,0,0,0,0,0
Prefer not to answer,0.3,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,25,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Within or around this site, is there access to a food market?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,51.03,14.75,10,33.33,50,57.14,83.33,11.11,47.06,100,25,0,0,47.22,100,0,3.7,0,7.59,NA,0,0,0,0,19.05,33.33,75,66.67,29.85,41.27,0,86.14,100,100,100,66.67,0,50,100,50,71.43,33.33,45.86,94.12,50,100,83.33,46.99,88.89,46.86,0,11.11,83.33,100,31.25,50,0,57.14,50,25,33.33,33.33
No,48.97,85.25,90,66.67,50,42.86,16.67,88.89,52.94,0,75,100,100,52.78,0,100,96.3,100,92.41,NA,100,100,100,100,80.95,66.67,25,33.33,70.15,58.73,100,13.86,0,0,0,33.33,100,50,0,50,28.57,66.67,54.14,5.88,50,0,16.67,53.01,11.11,53.14,100,88.89,16.67,0,68.75,50,100,42.86,50,75,66.67,66.67
How long does it take for MOST residents of the site to walk to their nearest FUNCTIONAL market place or grocery store?  (TRAVEL ONE WAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between 15 and 30 minutes,47.07,33.33,100,66.67,0,0,40,50,75,28.57,33.33,50,0,18.75,85.71,NA,100,NA,16.67,50,100,NA,0,NA,56.25,25,66.67,80,56.52,48.15,0,41.11,62.5,100,50,75,NA,50,33.33,100,33.33,14.29,67.47,35.71,33.33,80,31.58,50,71.43,49.66,100,50,0,50,50,100,0,0,42.86,50,0,100
Less than 15 minutes,26.19,58.33,0,16.67,66.67,100,40,50,25,14.29,33.33,50,0,75,14.29,NA,0,NA,33.33,0,0,NA,100,NA,12.5,75,33.33,0,13.04,48.15,0,13.26,37.5,0,0,25,NA,50,0,0,66.67,0,25.3,14.29,11.11,0,68.42,35.16,28.57,33.56,0,0,50,50,50,0,100,100,0,25,100,0
Between 30minutes and one hour,20.52,8.33,0,16.67,33.33,0,0,0,0,0,33.33,0,0,6.25,0,NA,0,NA,33.33,50,0,NA,0,NA,31.25,0,0,20,30.43,3.7,0,35.54,0,0,0,0,NA,0,66.67,0,0,42.86,4.82,21.43,44.44,0,0,12.09,0,16.78,0,50,0,0,0,0,0,0,57.14,25,0,0
More than one hour,6.21,0,0,0,0,0,20,0,0,57.14,0,0,100,0,0,NA,0,NA,16.67,0,0,NA,0,NA,0,0,0,0,0,0,100,10.08,0,0,50,0,NA,0,0,0,0,42.86,2.41,28.57,11.11,20,0,2.75,0,0,0,0,50,0,0,0,0,0,0,0,0,0
What proportion of residents need to walk more than 1 hour to reach their nearest FUNCTIONAL market place or grocery store?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few (1-25%),66.82,78.57,100,25,71.43,100,33.33,0,33.33,28.57,66.67,50,0,68.42,100,0,100,NA,33.33,0,0,NA,0,NA,92.31,66.67,100,100,66.67,46.67,0,65.55,90.91,42.86,100,100,NA,NA,66.67,0,100,0,68.66,57.14,50,75,76.19,67.58,31.25,86.71,0,50,0,50,42.86,NA,0,100,50,50,100,0
Some (26-50%),17.18,14.29,0,50,28.57,0,50,0,16.67,71.43,33.33,0,0,10.53,0,0,0,NA,0,100,100,NA,0,NA,7.69,0,0,0,19.05,10,100,19.28,0,57.14,0,0,NA,NA,33.33,100,0,0,17.91,42.86,0,0,14.29,13.19,50,9.49,100,50,33.33,25,0,NA,0,0,50,0,0,100
None,12.66,7.14,0,25,0,0,0,100,33.33,0,0,50,66.67,10.53,0,100,0,NA,16.67,0,0,NA,100,NA,0,33.33,0,0,14.29,43.33,0,11.83,9.09,0,0,0,NA,NA,0,0,0,0,11.94,0,50,25,9.52,17.03,18.75,3.8,0,0,16.67,25,57.14,NA,100,0,0,50,0,0
Many (51-75%),2.89,0,0,0,0,0,16.67,0,16.67,0,0,0,0,10.53,0,0,0,NA,50,0,0,NA,0,NA,0,0,0,0,0,0,0,2.83,0,0,0,0,NA,NA,0,0,0,100,1.49,0,0,0,0,2.2,0,0,0,0,16.67,0,0,NA,0,0,0,0,0,0
All or almost all (76-100%),0.45,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0.51,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,NA,0,0,0,0,0,0
"Is there a designated space where women and girls can gather (women's center, women's and girls' safe space, etc.) in this site?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,65.29,86.96,48,81.25,13.33,87.5,62.5,94.44,83.33,100,88.89,66.67,100,62.5,85.71,50,81.48,75,57.95,20,100,0,25,80,26.09,100,100,42.86,70.89,90.54,100,41.77,16.67,100,75,0,0,75,0,0,75,100,75.82,16.67,78.95,80,59.26,70.57,71.43,87.28,75,100,100,100,100,100,100,100,78.95,100,33.33,100
Yes,34.71,13.04,52,18.75,86.67,12.5,37.5,5.56,16.67,0,11.11,33.33,0,37.5,14.29,50,18.52,25,42.05,80,0,100,75,20,73.91,0,0,57.14,29.11,9.46,0,58.23,83.33,0,25,100,100,25,100,100,25,0,24.18,83.33,21.05,20,40.74,29.43,28.57,12.72,25,0,0,0,0,0,0,0,21.05,0,66.67,0
"Are there any child friendly spaces in this site where children can meet and play with or without supervision (park, gym, playground, etc.)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,70.33,84.06,84,93.75,66.67,0,75,72.22,66.67,75,77.78,66.67,93.33,83.33,71.43,100,77.78,100,87.5,100,100,0,25,60,75,100,100,28.57,72.15,94.59,100,48.9,8.33,100,75,0,25,75,0,0,37.5,92.31,79.12,16.67,21.05,20,55.56,74.48,71.43,87.28,50,60,90,100,100,100,100,100,68.42,100,33.33,66.67
Yes,29.67,15.94,16,6.25,33.33,100,25,27.78,33.33,25,22.22,33.33,6.67,16.67,28.57,0,22.22,0,12.5,0,0,100,75,40,25,0,0,71.43,27.85,5.41,0,51.1,91.67,0,25,100,75,25,100,100,62.5,7.69,20.88,83.33,78.95,80,44.44,25.52,28.57,12.72,50,40,10,0,0,0,0,0,31.58,0,66.67,33.33
"In the past 3 months, what are the types of incidents that have occurred in this site?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illegal or forced taxation by non-government actors,12,23,0,0,7,25,0,0,0,0,0,0,0,8,0,0,22,0,1,0,0,0,0,0,1,8,0,0,0,18,0,20,0,0,75,17,0,0,0,0,0,0,14,44,0,0,19,11,5,12,0,10,0,0,0,0,0,0,11,0,0,0
Armed violence,10,16,4,0,7,0,0,6,0,0,0,11,0,4,29,0,30,0,6,0,67,14,0,0,5,17,0,0,6,7,17,10,25,0,0,17,25,0,0,0,0,0,11,11,0,0,26,9,10,17,0,0,0,0,0,0,0,17,5,9,67,20
"Incidents due to UXO (""Unexploded ordnance (UXO) is any sort of military ammunition or explosive ordnance which has failed to function as intended"")",10,33,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,1,0,0,14,2,7,0,21,0,0,0,17,0,0,0,0,0,0,13,28,0,0,15,5,0,9,0,0,0,0,0,0,0,0,0,9,33,0
Disappearances,14,16,0,0,0,0,0,0,0,0,0,11,0,17,14,0,7,25,8,0,0,0,0,100,3,0,0,0,2,5,0,18,25,0,0,17,50,0,0,0,12,0,20,44,0,0,7,11,10,26,0,0,0,0,22,0,0,0,16,0,67,20
Gender based violence,18,26,0,0,33,0,25,0,6,38,0,44,0,48,29,0,48,0,9,0,0,0,62,40,5,0,0,0,3,5,0,27,92,0,0,50,0,0,0,0,0,17,36,50,0,0,7,12,0,11,0,20,20,0,0,0,0,0,26,9,0,0
