"data","Somalia","jowhar","hargeysa","buuhoodle","burco","sheikh","caynabo","laas_caanood","owdweyne","ceel_afweyn","xudun","ceerigaabo","laasqoray","bossaso","xamar_weyne","qardho","garowe","burtinle","gaalkacyo","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","belet_weyne","waaberi","boondheere","marka","afgooye","hodan","wanla_weyn","baidoa","diinsoor","xudur","ceel_barde","waajid","garbahaarey","baardheere","ceel_waaq","doolow","belet_xaawo","luuq","kismayo","afmadow","lughaye","zeylac","dharkenley","daynile","hawl_wadaag","kahda","baki","borama","berbera","gebiley","cabdlcasiis","karaan","shibis","shangaani","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid"
"What are the top three barriers, if any, that girls in the settlement face to accessing education?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No problem","34","38","44","25","47","88","25","17","39","12","56","11","20","19","14","83","70","75","32","20","0","0","25","40","30","67","25","29","44","31","50","30","0","56","100","0","50","50","33","0","12","23","49","6","47","60","63","30","33","35","75","40","50","75","28","0","75","71","21","27","33","17"
"Schools closed (for any reason)","21","25","0","25","20","12","0","6","11","0","33","22","13","33","57","8","52","0","11","20","33","10","0","0","7","25","50","0","3","26","17","29","0","11","0","50","25","25","0","0","0","8","18","39","0","0","37","24","10","20","0","0","10","0","0","0","50","71","21","18","100","50"
"Schools overcrowded","22","13","20","25","27","12","12","22","39","0","0","56","67","27","14","8","15","0","26","0","67","10","25","40","17","33","25","0","1","31","0","22","33","0","0","33","0","0","0","50","50","8","36","22","16","20","4","19","14","24","0","0","40","0","0","50","25","57","37","27","0","0"
"Security concerns of child travelling or being at school","34","28","20","6","60","0","12","0","22","12","22","56","7","73","43","8","11","25","40","60","33","100","12","40","28","42","75","0","11","27","17","32","25","0","0","0","25","0","67","0","25","0","16","22","32","0","41","54","29","38","12","10","0","0","11","50","0","14","37","73","33","17"
"The treatment center is too far away/Transportation constraints","62","49","64","25","60","0","38","6","17","62","22","56","47","90","71","33","26","50","59","60","100","100","50","60","84","42","75","86","57","41","17","76","100","0","25","100","50","50","33","50","25","46","51","67","21","20","52","74","43","56","62","60","10","0","11","50","0","29","74","73","67","100"
"School fees and/or cost of materials","66","48","76","75","73","0","88","72","67","62","67","100","80","100","43","17","26","50","65","80","100","100","88","60","79","42","50","29","77","69","50","68","83","56","50","50","75","25","0","0","12","38","65","33","84","60","67","72","71","58","88","80","40","75","56","50","25","57","79","91","100","100"
"Child helping at home / farm","32","25","0","0","27","12","75","22","33","100","11","89","40","25","0","0","11","0","45","100","67","0","75","20","40","17","25","43","24","23","0","43","58","0","0","17","100","0","33","50","25","46","49","11","11","40","19","32","29","17","0","60","0","0","17","50","25","14","63","18","100","17"
"Child working outside home","28","17","8","0","47","25","50","0","17","0","11","33","0","40","29","0","19","25","38","100","67","10","38","0","18","17","0","29","15","23","17","30","0","0","0","17","50","0","0","50","62","8","49","28","21","40","22","32","43","22","38","10","0","0","17","0","0","14","47","18","67","17"
"Parents unaware of education opportunities available","20","22","16","0","20","25","12","0","6","0","11","44","0","10","0","17","7","0","10","20","67","20","0","80","12","25","0","29","19","9","17","28","92","0","0","0","50","0","67","0","38","8","18","28","11","40","7","21","33","18","38","0","10","0","11","0","25","29","21","27","67","0"
"Parents don't value education","18","23","16","0","47","38","12","11","22","0","11","56","27","17","14","8","19","0","18","40","67","0","12","20","14","0","0","29","14","8","17","21","92","0","0","0","75","0","67","0","38","23","26","50","21","20","4","13","5","12","12","0","0","0","6","0","50","14","16","36","33","17"
"Parents don't approve of curriculum","4","0","4","0","13","0","0","0","0","0","0","11","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","4","33","0","0","17","25","0","0","0","0","0","6","22","11","0","4","4","0","9","25","0","0","0","0","0","25","0","0","0","33","0"
"Cultural beliefs","5","9","0","0","60","50","0","0","11","12","0","22","0","4","0","0","11","0","3","20","0","0","50","0","3","8","25","0","0","3","0","4","8","0","0","0","50","0","67","0","25","8","16","50","0","0","0","3","0","2","0","10","0","0","0","0","25","0","0","0","0","0"
"Children psychologically distressed","3","3","0","0","7","0","0","0","0","38","0","0","0","0","0","0","0","0","1","0","0","10","12","20","5","0","0","0","0","1","0","4","0","0","0","17","50","0","0","50","0","0","2","22","0","0","0","3","0","3","0","10","0","0","6","0","0","29","5","0","0","0"
"Displacement due to conflict","4","7","20","12","0","0","0","6","6","0","0","11","0","2","0","0","4","0","1","0","0","0","0","20","0","8","0","0","1","3","0","4","0","0","0","0","25","0","33","0","0","0","1","17","0","0","4","5","0","6","25","10","0","0","0","0","0","29","5","9","0","17"
"Children lack documentation needed to register","3","1","0","38","7","12","12","0","11","0","22","0","0","2","0","17","4","0","2","0","33","0","12","0","1","8","0","0","0","1","0","3","0","0","0","0","0","0","0","50","0","0","1","22","32","0","0","2","5","1","0","0","0","0","0","0","0","14","0","0","33","0"
"Flooding / weather events","2","4","8","6","7","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","20","4","0","0","0","0","0","0","3","0","0","25","0","0","0","0","50","0","0","1","0","0","0","0","0","5","0","25","0","0","0","0","0","0","0","0","9","0","0"
"Children join/recruited by armed groups","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","2","11","0","0","0","1","5","1","0","0","0","0","6","0","0","0","0","9","0","0"
"Marriage and/or pregnancy","14","4","0","62","13","0","75","61","39","12","11","89","20","31","29","0","11","0","48","0","0","70","75","60","2","8","0","0","1","0","17","14","92","22","0","33","50","0","33","100","62","38","19","33","32","40","0","8","0","3","75","30","0","0","0","0","25","14","16","18","0","0"
"Language issues","1","1","0","6","0","0","0","28","0","0","0","0","0","0","0","8","4","0","0","0","33","0","0","0","1","0","0","0","1","0","17","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","18","0","0"
"Poor school infrastructure/facilities","8","4","4","19","40","0","25","67","33","0","11","11","73","10","0","0","7","0","5","0","33","40","12","0","1","0","0","0","0","1","0","11","8","44","25","33","25","0","67","0","0","0","8","0","79","0","4","3","0","2","0","0","30","25","0","0","0","14","16","18","67","0"
"Lack of qualified teaching staff","8","10","0","25","20","12","0","33","17","0","22","56","27","4","0","0","22","0","2","0","33","10","12","0","3","0","0","0","4","4","0","10","25","56","25","0","50","0","33","100","12","8","9","28","47","0","7","3","10","5","12","0","10","0","0","0","0","0","16","0","33","0"
"Insufficient WASH facilities in schools","6","3","0","0","20","0","38","28","22","0","11","0","80","2","0","0","0","0","1","0","0","0","12","0","1","0","0","0","0","9","0","5","8","22","0","17","0","0","0","50","0","0","5","0","26","0","4","7","0","2","0","10","20","0","11","0","0","0","58","0","0","17"
"Lack of male / female separation","4","3","0","6","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","2","0","0","0","1","0","0","4","0","0","0","17","0","0","100","0","25","0","9","0","5","0","7","6","5","7","0","0","0","0","6","0","0","29","5","0","0","0"
"Other","3","0","0","6","20","0","12","17","11","0","22","0","7","2","0","42","0","0","1","0","0","0","25","0","3","0","0","0","0","0","0","1","0","11","0","0","0","25","0","0","12","31","2","0","5","0","22","6","0","1","0","30","10","0","0","0","0","0","0","9","0","0"
"Do not know","16","46","16","6","0","0","12","0","6","25","0","0","0","4","14","92","19","50","0","0","0","0","12","0","45","25","0","14","11","23","0","9","8","0","0","17","0","0","0","0","12","0","4","0","11","0","41","19","52","22","12","0","10","0","11","0","50","29","5","36","0","0"
"What is the primary source of food for most residents in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Market purchases","62.21","39.13","92","6.25","6.67","50","37.5","94.44","66.67","37.5","22.22","55.56","26.67","50","57.14","58.33","88.89","100","100","100","33.33","10","50","20","59.78","83.33","50","28.57","48.1","69.01","33.33","65.37","0","100","100","0","25","100","100","50","50","61.54","75.27","0","15.79","60","62.96","60.97","47.62","64.64","12.5","40","90","75","100","50","0","42.86","73.68","54.55","0","83.33"
"NC","16.53","17.39","4","56.25","13.33","0","37.5","0","22.22","37.5","11.11","22.22","13.33","31.25","14.29","33.33","11.11","0","0","0","0","40","50","80","11.96","8.33","25","42.86","24.05","8.45","50","19.35","33.33","0","0","16.67","0","0","0","0","12.5","30.77","3.3","11.11","63.16","40","11.11","16.4","19.05","15.36","62.5","20","10","25","0","0","75","0","15.79","9.09","100","16.67"
"Household production","10.55","17.39","4","37.5","20","0","12.5","0","11.11","0","11.11","0","0","18.75","0","0","0","0","0","0","0","50","0","0","16.3","0","0","14.29","11.39","18.31","16.67","5.94","0","0","0","0","75","0","0","0","0","0","3.3","0","0","0","25.93","16.4","23.81","15.94","0","20","0","0","0","0","0","0","10.53","0","0","0"
"Food assistance from NGO aid","3.27","17.39","0","0","46.67","0","12.5","0","0","0","0","22.22","0","0","0","0","0","0","0","0","0","0","0","0","0","8.33","0","0","0","0","0","5.6","0","0","0","0","0","0","0","50","0","0","7.69","22.22","0","0","0","1.62","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Borrowing/Debts","2.07","4.35","0","0","0","12.5","0","5.56","0","0","0","0","6.67","0","28.57","0","0","0","0","0","0","0","0","0","4.35","0","0","14.29","0","2.82","0","1.53","66.67","0","0","33.33","0","0","0","0","12.5","7.69","1.1","5.56","15.79","0","0","1.15","0","0.29","0","0","0","0","0","50","0","0","0","27.27","0","0"
"Trade for labour","2.03","1.45","0","0","0","0","0","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.26","0","25","0","1.27","0","0","1.7","0","0","0","0","0","0","0","0","25","0","8.24","5.56","0","0","0","2.08","0","0","0","20","0","0","0","0","25","42.86","0","9.09","0","0"
"Own livestock","1.31","0","0","0","6.67","37.5","0","0","0","12.5","55.56","0","33.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.41","0","0","0","0","0","0","0","0","0","0","0","0","0","55.56","5.26","0","0","0.23","0","0.87","25","0","0","0","0","0","0","0","0","0","0","0"
"Gifts from family / friends / neighbors","0.76","0","0","0","6.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.92","0","0","0.51","0","0","0","50","0","0","0","0","0","0","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fishing / Foraging / Hunting","0.72","2.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.67","0","0","0","0","0","0","0","1.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.69","0","2.61","0","0","0","0","0","0","0","14.29","0","0","0","0"
"Other","0.44","0","0","0","0","0","0","0","0","0","0","0","20","0","0","8.33","0","0","0","0","0","0","0","0","4.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.23","4.76","0.29","0","0","0","0","0","0","0","0","0","0","0","0"
"Food assistance from government aid","0.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0","0","0","0","0.23","4.76","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What is the secondary source of food for most residents in this site?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NC","27.84","24.64","16","25","60","25","37.5","16.67","44.44","12.5","44.44","44.44","13.33","35.42","28.57","83.33","29.63","75","15.91","80","33.33","50","50","100","20.65","50","25","28.57","22.78","17.57","33.33","35.31","41.67","0","25","33.33","0","0","66.67","100","25","38.46","21.43","0","63.16","40","11.11","28.74","19.05","19.65","37.5","10","10","0","0","0","25","57.14","42.11","63.64","0","16.67"
"Household production","17.83","34.78","8","6.25","6.67","0","0","0","11.11","12.5","11.11","0","6.67","0","0","0","51.85","0","0","0","0","0","0","0","38.04","41.67","25","42.86","10.13","12.16","50","14.43","0","0","50","0","0","0","0","0","12.5","15.38","26.37","5.56","0","20","22.22","15.86","23.81","28.32","37.5","10","10","75","33.33","50","25","28.57","0","9.09","33.33","0"
"Borrowing/Debts","13.15","2.9","12","6.25","0","25","62.5","0","22.22","0","11.11","11.11","40","27.08","28.57","0","7.41","0","65.91","0","0","0","0","0","8.7","0","25","0","2.53","1.35","16.67","10.87","25","0","0","16.67","25","0","33.33","0","37.5","30.77","7.69","0","0","40","11.11","14.02","28.57","10.4","0","10","80","0","5.56","0","0","0","36.84","0","0","33.33"
"None","12.47","8.7","48","0","13.33","0","0","72.22","0","12.5","22.22","0","0","0","0","8.33","7.41","0","4.55","0","33.33","0","0","0","6.52","8.33","0","14.29","31.65","52.7","0","4.41","0","0","0","0","0","25","0","0","0","7.69","2.75","0","0","0","14.81","20","4.76","16.18","0","30","0","0","55.56","0","0","0","10.53","18.18","0","0"
"Market purchases","10.52","15.94","4","18.75","0","0","0","5.56","0","0","0","0","0","25","0","0","0","0","0","0","33.33","50","0","0","13.04","0","0","14.29","7.59","6.76","0","7.98","0","0","0","0","50","0","0","0","0","7.69","12.09","38.89","26.32","0","29.63","10.57","23.81","15.9","12.5","0","0","25","0","0","50","14.29","10.53","9.09","33.33","0"
"Gifts from family / friends / neighbors","5.6","0","0","12.5","20","0","0","0","5.56","0","0","0","6.67","0","14.29","0","0","0","2.27","20","0","0","25","0","1.09","0","25","0","8.86","6.76","0","9.68","8.33","100","0","33.33","0","0","0","0","0","0","0","27.78","0","0","11.11","5.75","0","1.45","0","30","0","0","5.56","50","0","0","0","0","0","33.33"
"Food assistance from NGO aid","5.52","1.45","4","31.25","0","25","0","5.56","5.56","62.5","11.11","44.44","20","10.42","0","8.33","3.7","25","11.36","0","0","0","25","0","6.52","0","0","0","0","0","0","9","25","0","0","0","25","75","0","0","0","0","10.44","27.78","10.53","0","0","0.46","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67"
"Trade for labour","4.01","0","8","0","0","0","0","0","0","0","0","0","0","0","14.29","0","0","0","0","0","0","0","0","0","1.09","0","0","0","5.06","1.35","0","6.11","0","0","0","0","0","0","0","0","25","0","17.58","0","0","0","0","1.15","0","4.62","0","0","0","0","0","0","0","0","0","0","33.33","0"
"Own livestock","1.07","1.45","0","0","0","25","0","0","11.11","0","0","0","6.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.51","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","1.15","0","2.89","12.5","10","0","0","0","0","0","0","0","0","0","0"
"Fishing / Foraging / Hunting","0.99","10.14","0","0","0","0","0","0","0","0","0","0","6.67","2.08","14.29","0","0","0","0","0","0","0","0","0","1.09","0","0","0","11.39","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0","0","0","0","0.23","0","0.58","0","0","0","0","0","0","0","0","0","0","0","0"
"Food assistance from government aid","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.35","0","1.53","0","0","0","16.67","0","0","0","0","0","0","0.55","0","0","0","0","1.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Other","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.26","0","0","0","0","0","0","0.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Is there land available to residents in this site for raising livestock?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No","61.87","72.46","56","0","0","0","0","0","11.11","0","0","33.33","20","54.17","100","50","74.07","0","34.09","0","0","0","0","60","39.13","100","100","28.57","36.71","100","100","47.88","16.67","77.78","0","0","0","0","0","100","50","46.15","85.71","22.22","5.26","20","77.78","81.84","100","85.84","0","30","10","100","100","100","25","85.71","94.74","100","33.33","100"
"Yes","38.13","27.54","44","100","100","100","100","100","88.89","100","100","66.67","80","45.83","0","50","25.93","100","65.91","100","100","100","100","40","60.87","0","0","71.43","63.29","0","0","52.12","83.33","22.22","100","100","100","100","100","0","50","53.85","14.29","77.78","94.74","80","22.22","18.16","0","14.16","100","70","90","0","0","0","75","14.29","5.26","0","66.67","0"
"Is there land available to residents in this site for agriculture / cultivation purposes?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No","67.32","68.12","76","0","20","0","12.5","0","11.11","0","11.11","33.33","20","68.75","85.71","75","96.3","0","63.64","100","100","80","25","40","40.22","91.67","100","85.71","51.9","98.65","83.33","48.9","0","100","0","0","25","75","66.67","100","50","53.85","83.52","55.56","5.26","60","92.59","86.9","100","88.44","12.5","40","40","100","100","100","75","85.71","89.47","100","66.67","83.33"
"Yes","32.68","31.88","24","100","80","100","87.5","100","88.89","100","88.89","66.67","80","31.25","14.29","25","3.7","100","36.36","0","0","20","75","60","59.78","8.33","0","14.29","48.1","1.35","16.67","51.1","100","0","100","100","75","25","33.33","0","50","46.15","16.48","44.44","94.74","40","7.41","13.1","0","11.56","87.5","60","60","0","0","0","25","14.29","10.53","0","33.33","16.67"
"What is the proportion of residents involved in small scale crop production?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"None","61.26","20.29","88","75","73.33","12.5","37.5","50","52.94","87.5","66.67","77.78","80","79.17","42.86","75","85.19","100","81.82","100","0","80","62.5","80","40.22","75","50","85.71","34.18","93.24","16.67","51.1","0","100","0","0","0","25","66.67","50","12.5","53.85","58.24","44.44","57.89","60","66.67","78.39","80.95","58.67","37.5","40","60","100","100","50","75","71.43","84.21","100","66.67","83.33"
"A few (1-25%)","21.14","69.57","8","0","20","62.5","37.5","38.89","23.53","12.5","33.33","0","6.67","6.25","57.14","0","3.7","0","6.82","0","100","0","12.5","0","42.39","8.33","25","0","32.91","0","50","25.13","58.33","0","100","50","75","25","33.33","50","87.5","0","18.68","16.67","15.79","40","11.11","8.97","4.76","28.32","25","30","10","0","0","0","0","0","10.53","0","0","16.67"
"NC","14.06","5.8","4","25","6.67","12.5","25","11.11","23.53","0","0","22.22","13.33","14.58","0","25","11.11","0","11.36","0","0","20","25","20","11.96","16.67","25","14.29","25.32","5.41","33.33","21.9","41.67","0","0","16.67","0","50","0","0","0","46.15","10.44","11.11","26.32","0","11.11","10.34","14.29","9.83","0","20","20","0","0","0","25","28.57","5.26","0","0","0"
"Some (26-50%)","2.9","4.35","0","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.43","0","0","0","3.8","0","0","1.36","0","0","0","33.33","25","0","0","0","0","0","9.34","27.78","0","0","11.11","2.07","0","3.18","25","0","10","0","0","50","0","0","0","0","33.33","0"
"Many (51-75%)","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","1.35","0","0.51","0","0","0","0","0","0","0","0","0","0","2.75","0","0","0","0","0.23","0","0","12.5","10","0","0","0","0","0","0","0","0","0","0"
"All or almost all (76-100%)","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What is the proportion of residents involved in animal husbandry / livestock rearing?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"None","58.72","21.74","64","6.25","6.67","0","25","0","16.67","0","0","66.67","26.67","75","42.86","75","88.89","50","37.5","0","0","0","25","20","44.57","75","50","85.71","44.3","94.59","16.67","61.97","8.33","77.78","0","0","0","75","33.33","50","0","46.15","60.99","38.89","5.26","0","81.48","77.65","80.95","59.54","0","60","10","75","100","50","25","85.71","89.47","100","66.67","83.33"
"A few (1-25%)","21.89","62.32","24","50","46.67","0","37.5","77.78","72.22","0","11.11","22.22","6.67","6.25","42.86","0","3.7","25","30.68","40","66.67","20","50","0","39.13","8.33","25","14.29","18.99","0","50","20.2","58.33","22.22","50","66.67","25","0","33.33","50","100","23.08","20.33","33.33","42.11","20","3.7","9.22","0","28.03","25","40","10","0","0","0","50","14.29","10.53","0","0","16.67"
"NC","14.42","10.14","12","25","6.67","75","37.5","22.22","0","37.5","22.22","11.11","40","18.75","14.29","25","7.41","25","17.05","60","33.33","40","0","80","11.96","16.67","25","0","27.85","4.05","33.33","17.15","33.33","0","25","16.67","50","25","33.33","0","0","30.77","8.79","16.67","26.32","40","11.11","11.29","19.05","10.4","12.5","0","30","25","0","0","25","0","0","0","0","0"
"Some (26-50%)","3.97","5.8","0","18.75","33.33","25","0","0","11.11","50","22.22","0","20","0","0","0","0","0","13.64","0","0","40","25","0","3.26","0","0","0","7.59","0","0","0.68","0","0","25","16.67","25","0","0","0","0","0","9.34","11.11","5.26","40","3.7","1.61","0","1.73","25","0","30","0","0","0","0","0","0","0","0","0"
"Many (51-75%)","0.75","0","0","0","6.67","0","0","0","0","12.5","0","0","6.67","0","0","0","0","0","1.14","0","0","0","0","0","1.09","0","0","0","1.27","1.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.05","0","0","0.23","0","0.29","37.5","0","10","0","0","50","0","0","0","0","33.33","0"
"All or almost all (76-100%)","0.24","0","0","0","0","0","0","0","0","0","44.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0"
"More fishing than normal for this time of year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"None","75.65","13.04","96","87.5","93.33","87.5","100","100","100","100","100","88.89","100","81.25","28.57","100","88.89","100","97.73","100","0","100","100","80","60.87","75","50","85.71","73.42","93.24","50","88.96","66.67","100","25","0","75","50","100","50","37.5","76.92","45.05","55.56","84.21","60","81.48","80.88","80.95","60.98","75","100","70","100","72.22","50","75","57.14","84.21","81.82","33.33","83.33"
"A few (1-25%)","13.03","65.22","0","0","0","12.5","0","0","0","0","0","0","0","10.42","57.14","0","3.7","0","1.14","0","100","0","0","0","22.83","16.67","25","14.29","13.92","1.35","16.67","3.9","0","0","25","33.33","0","25","0","50","25","0","35.16","5.56","10.53","20","3.7","7.37","4.76","25.14","0","0","20","0","11.11","50","0","14.29","15.79","0","33.33","16.67"
"NC","9.54","18.84","4","6.25","6.67","0","0","0","0","0","0","11.11","0","8.33","0","0","7.41","0","1.14","0","0","0","0","20","15.22","8.33","25","0","12.66","4.05","33.33","6.79","33.33","0","0","0","25","25","0","0","37.5","23.08","14.29","27.78","5.26","20","14.81","9.91","14.29","11.56","25","0","10","0","0","0","25","28.57","0","18.18","33.33","0"
"Some (26-50%)","1.59","2.9","0","6.25","0","0","0","0","0","0","0","0","0","0","14.29","0","0","0","0","0","0","0","0","0","1.09","0","0","0","0","0","0","0.34","0","0","50","66.67","0","0","0","0","0","0","4.95","11.11","0","0","0","1.15","0","2.31","0","0","0","0","16.67","0","0","0","0","0","0","0"
"All or almost all (76-100%)","0.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55","0","0","0","0","0.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Many (51-75%)","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In the last 30 days, what was the proportion of residents not able to access enough food?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"None","30.99","11.59","8","0","0","12.5","0","5.56","0","0","0","22.22","26.67","29.17","28.57","83.33","77.78","25","12.5","100","33.33","0","0","0","18.48","16.67","0","71.43","43.04","58.11","0","37.18","0","11.11","0","0","0","25","0","0","0","15.38","11.54","38.89","15.79","0","40.74","34.33","61.9","37.28","0","0","0","50","61.11","0","75","71.43","42.11","54.55","33.33","66.67"
"A few (1-25%)","28.49","57.97","36","12.5","6.67","37.5","25","11.11","5.56","62.5","44.44","11.11","0","33.33","57.14","0","11.11","0","12.5","0","33.33","0","25","0","29.35","50","50","14.29","21.52","12.16","83.33","34.97","25","77.78","100","50","100","25","66.67","50","25","0","36.26","27.78","42.11","40","3.7","18.66","14.29","35.84","37.5","10","10","50","22.22","0","25","28.57","21.05","0","0","33.33"
"NC","20.66","14.49","20","37.5","13.33","25","25","22.22","16.67","37.5","11.11","44.44","33.33","29.17","0","16.67","3.7","75","20.45","0","33.33","20","25","20","17.39","25","25","14.29","18.99","22.97","16.67","22.58","50","11.11","0","0","0","50","0","0","37.5","61.54","19.78","11.11","21.05","0","29.63","22.12","23.81","17.05","25","10","10","0","5.56","50","0","0","15.79","27.27","0","0"
"Some (26-50%)","12.16","10.14","36","37.5","13.33","25","50","0","33.33","0","33.33","11.11","40","4.17","14.29","0","7.41","0","27.27","0","0","0","25","80","31.52","8.33","0","0","3.8","5.41","0","5.09","8.33","0","0","50","0","0","33.33","50","0","0","24.73","22.22","21.05","60","22.22","13.13","0","4.05","25","70","70","0","11.11","0","0","0","0","0","33.33","0"
"Many (51-75%)","5.13","4.35","0","12.5","60","0","0","22.22","33.33","0","11.11","11.11","0","4.17","0","0","0","0","17.05","0","0","20","25","0","3.26","0","25","0","1.27","1.35","0","0.17","16.67","0","0","0","0","0","0","0","12.5","15.38","7.14","0","0","0","3.7","7.6","0","3.76","12.5","10","10","0","0","0","0","0","21.05","18.18","33.33","0"
"All or almost all (76-100%)","2.58","1.45","0","0","6.67","0","0","38.89","11.11","0","0","0","0","0","0","0","0","0","10.23","0","0","60","0","0","0","0","0","0","11.39","0","0","0","0","0","0","0","0","0","0","0","25","7.69","0.55","0","0","0","0","4.15","0","2.02","0","0","0","0","0","50","0","0","0","0","0","0"
"In the last 30 days, what were the main reasons why residents can’t access enough food in the settlement?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Security issues: Inability to travel to market, Insecurity at markets or points of food distribution","20","44","4","12","0","29","0","0","0","0","0","0","0","41","20","0","0","0","0",NA,"50","20","0","0","7","30","0","50","18","31","0","26","25","0","100","50","0","0","0","0","12","0","14","55","0","0","56","20","25","31","12","0","0","50","0","0","0","0","18","20","0","0"
"No land for cultivation or no livestock for animal husbandry","49","51","30","12","60","57","50","0","17","25","22","43","0","53","60","0","83","0","25",NA,"50","90","25","60","67","50","50","50","42","38","100","51","75","12","75","33","75","33","100","100","62","64","52","73","25","40","62","60","62","45","0","50","0","100","14","0","100","100","36","80","100","50"
"Natural causes: flooding, drought, locusts","41","56","4","0","7","14","0","6","89","75","78","43","27","41","0","0","33","33","43",NA,"50","20","38","100","81","20","25","0","47","28","50","51","75","0","0","50","100","33","67","0","100","100","26","27","6","80","19","38","62","26","100","0","44","0","0","100","100","0","27","40","100","0"
